Telemetry_ID,Trip_ID,Timestamp,Minute_Offset,Latitude,Longitude,Altitude,Speed_KMH,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,Phone_Mount
TEL_000691,T027,2026-08-14 10:43:00,24,13.027136,77.592552,916.1,37.3,0.23,0.31,9.74,-0.0,2.4,6.1,Handlebar_Mount
TEL_000692,T027,2026-08-14 10:44:00,25,13.029636,77.595294,916.6,35.3,1.56,-0.68,10.31,-3.5,7.4,13.9,Handlebar_Mount
TEL_000693,T027,2026-08-14 10:45:00,26,13.030764,77.59895,922.2,36.4,0.55,0.37,10.19,1.0,4.6,1.4,Handlebar_Mount
TEL_000694,T027,2026-08-14 10:46:00,27,13.030764,77.59895,918.1,0.0,0.25,-2.19,10.1,-9.8,6.6,-0.5,Handlebar_Mount
TEL_000695,T028,2026-08-16 05:19:00,0,13.024089,77.612319,923.6,0.0,0.12,0.0,9.06,-0.2,1.9,0.6,Handlebar_Mount
TEL_000696,T028,2026-08-16 05:20:00,1,13.024153,77.613295,923.2,9.3,-0.11,3.22,10.1,9.7,3.4,-1.0,Handlebar_Mount
TEL_000697,T028,2026-08-16 05:21:00,2,13.023371,77.612332,922.7,11.8,-0.73,0.87,10.16,3.0,-6.8,2.7,Handlebar_Mount
TEL_000698,T028,2026-08-16 05:22:00,3,13.024474,77.613685,924.5,16.6,-1.03,1.68,9.67,9.1,-14.4,-2.1,Handlebar_Mount
TEL_000699,T028,2026-08-16 05:23:00,4,13.026193,77.611956,921.8,23.2,0.6,2.3,9.26,6.1,5.5,-15.0,Handlebar_Mount
TEL_000700,T028,2026-08-16 05:24:00,5,13.026033,77.609207,916.1,26.2,-0.84,1.04,9.37,6.5,-5.0,-1.1,Handlebar_Mount
TEL_000701,T028,2026-08-16 05:25:00,6,13.027956,77.611148,924.4,26.0,0.93,-0.07,9.41,-0.0,7.8,-5.0,Handlebar_Mount
TEL_000702,T028,2026-08-16 05:26:00,7,13.025746,77.60911,919.3,28.6,-0.79,0.89,10.34,3.3,-3.6,4.7,Handlebar_Mount
TEL_000703,T028,2026-08-16 05:27:00,8,13.027011,77.606142,916.8,30.7,2.26,0.74,10.12,4.7,14.7,4.7,Handlebar_Mount
TEL_000704,T028,2026-08-16 05:28:00,9,13.026246,77.608744,922.8,25.8,1.36,-1.71,10.74,-7.7,11.3,-2.8,Handlebar_Mount
TEL_000705,T028,2026-08-16 05:29:00,10,13.028124,77.606801,919.1,25.7,0.26,-0.05,9.29,-8.7,-0.3,-13.9,Handlebar_Mount
TEL_000706,T028,2026-08-16 05:30:00,11,13.025557,77.605993,916.6,25.6,1.14,-0.04,9.47,-2.5,7.9,12.1,Handlebar_Mount
TEL_000707,T028,2026-08-16 05:31:00,12,13.025913,77.603337,917.5,25.5,0.38,-0.03,9.07,0.5,2.3,-18.4,Handlebar_Mount
TEL_000708,T028,2026-08-16 05:32:00,13,13.02914,77.603345,915.8,30.7,-0.16,1.81,10.53,7.7,3.5,-8.0,Handlebar_Mount
TEL_000709,T028,2026-08-16 05:33:00,14,13.0285,77.606411,922.2,29.8,1.23,-0.32,9.72,2.0,9.8,0.1,Handlebar_Mount
TEL_000710,T028,2026-08-16 05:34:00,15,13.026788,77.608405,918.8,25.0,-0.18,-1.65,9.54,-3.0,3.1,18.2,Handlebar_Mount
TEL_000711,T028,2026-08-16 05:35:00,16,13.025087,77.605712,921.2,30.3,0.26,1.83,10.01,8.1,1.3,-11.7,Handlebar_Mount
TEL_000712,T028,2026-08-16 05:36:00,17,13.022604,77.603872,921.6,29.4,-0.15,-0.29,10.81,-1.7,2.1,10.8,Handlebar_Mount
TEL_000713,T028,2026-08-16 05:37:00,18,13.024229,77.601331,918.1,28.7,0.25,-0.25,9.04,-1.7,-0.6,2.4,Handlebar_Mount
TEL_000714,T028,2026-08-16 05:38:00,19,13.027249,77.602526,916.0,30.9,0.52,0.74,9.7,4.3,7.4,-0.8,Handlebar_Mount
TEL_000715,T028,2026-08-16 05:39:00,20,13.028188,77.605821,918.6,32.6,1.55,0.62,10.73,5.3,11.6,-2.3,Handlebar_Mount
TEL_000716,T028,2026-08-16 05:40:00,21,13.031487,77.605721,924.9,31.4,-0.04,-0.42,9.31,-3.1,5.6,-0.2,Handlebar_Mount
TEL_000717,T028,2026-08-16 05:41:00,22,13.028109,77.606556,916.6,33.1,1.0,0.59,9.26,1.8,11.2,-24.1,Handlebar_Mount
TEL_000718,T028,2026-08-16 05:42:00,23,13.027321,77.610095,915.3,34.5,-0.29,0.49,9.55,2.3,-2.0,-3.8,Handlebar_Mount
TEL_000719,T028,2026-08-16 05:43:00,24,13.023686,77.611028,919.2,35.7,-0.37,0.41,9.96,0.3,-3.7,11.0,Handlebar_Mount
TEL_000720,T028,2026-08-16 05:44:00,25,13.023686,77.611028,924.0,0.0,0.04,-1.67,9.61,-5.8,7.6,2.6,Handlebar_Mount
TEL_000721,T029,2026-08-17 06:23:00,0,13.032464,77.586744,919.7,0.0,0.03,0.0,9.8,1.1,3.5,1.4,Pocket
TEL_000722,T029,2026-08-17 06:24:00,1,13.032637,77.587127,922.0,4.0,-0.13,1.39,10.07,5.7,-2.3,1.5,Pocket
TEL_000723,T029,2026-08-17 06:25:00,2,13.032922,77.587851,919.4,7.4,-0.21,1.17,9.8,1.7,2.5,-2.0,Pocket
TEL_000724,T029,2026-08-17 06:26:00,3,13.034344,77.588078,923.6,13.7,0.47,2.19,10.1,5.5,-1.2,7.1,Pocket
TEL_000725,T029,2026-08-17 06:27:00,4,13.035964,77.587904,917.3,15.5,-1.06,0.63,9.8,3.6,-11.4,-14.9,Pocket
TEL_000726,T029,2026-08-17 06:28:00,5,13.034444,77.586498,922.0,19.7,-0.84,1.47,9.16,3.0,-3.7,10.1,Pocket
TEL_000727,T029,2026-08-17 06:29:00,6,13.032008,77.586242,915.2,23.3,-0.68,1.24,9.07,4.6,-4.5,10.5,Pocket
TEL_000728,T029,2026-08-17 06:30:00,7,13.029935,77.584881,915.4,23.6,0.68,0.1,10.25,-0.7,1.0,16.4,Pocket
TEL_000729,T029,2026-08-17 06:31:00,8,13.029822,77.582098,916.6,26.5,0.48,1.02,9.76,5.0,-0.2,-8.7,Pocket
TEL_000730,T029,2026-08-17 06:32:00,9,13.029793,77.57905,915.4,29.0,0.31,0.86,9.55,6.9,6.8,9.5,Pocket
TEL_000731,T029,2026-08-17 06:33:00,10,13.027149,77.580435,924.4,28.4,0.92,-0.22,8.56,-3.3,15.1,-12.7,Pocket
TEL_000732,T029,2026-08-17 06:34:00,11,13.026112,77.583468,917.7,30.5,-0.38,0.76,10.12,2.2,-6.8,6.0,Pocket
TEL_000733,T029,2026-08-17 06:35:00,12,13.023009,77.583128,917.7,29.7,-0.05,-0.31,9.68,-5.1,1.7,3.9,Pocket
TEL_000734,T029,2026-08-17 06:36:00,13,13.025949,77.581584,915.3,31.6,0.22,0.69,10.48,3.2,2.0,-0.4,Pocket
TEL_000735,T029,2026-08-17 06:37:00,14,13.028603,77.583401,918.0,30.6,-0.08,-0.37,10.63,0.9,4.7,-4.0,Pocket
TEL_000736,T029,2026-08-17 06:38:00,15,13.031416,77.58532,919.4,32.4,-0.34,0.64,10.42,1.9,-5.5,-6.8,Pocket
TEL_000737,T029,2026-08-17 06:39:00,16,13.034644,77.585899,922.4,31.2,0.15,-0.41,9.89,-2.2,4.2,10.2,Pocket
TEL_000738,T029,2026-08-17 06:40:00,17,13.032771,77.582992,922.9,32.9,-0.42,0.6,9.2,2.3,-3.9,-9.9,Pocket
TEL_000739,T029,2026-08-17 06:41:00,18,13.03508,77.584765,920.9,27.7,0.08,-1.83,9.82,-5.3,-1.9,-6.1,Pocket
TEL_000740,T029,2026-08-17 06:42:00,19,13.032614,77.583318,915.9,27.2,-0.05,-0.15,9.99,-2.9,0.3,-0.5,Pocket
TEL_000741,T029,2026-08-17 06:43:00,20,13.032614,77.583318,921.5,0.0,-0.19,-1.91,9.82,-5.2,0.3,4.2,Pocket
TEL_000742,T030,2026-08-11 07:21:00,0,13.01857,77.604349,925.0,0.0,0.13,0.0,9.63,-1.2,0.1,0.7,Handlebar_Mount
TEL_000743,T030,2026-08-11 07:22:00,1,13.018649,77.605323,924.7,9.3,0.01,3.22,10.66,10.4,-2.9,-1.1,Handlebar_Mount
TEL_000744,T030,2026-08-11 07:23:00,2,13.018913,77.603822,916.2,14.5,-0.78,1.82,10.73,7.1,-10.1,-14.6,Handlebar_Mount
TEL_000745,T030,2026-08-11 07:24:00,3,13.019072,77.605802,918.4,18.9,-0.8,1.53,11.07,6.7,-6.3,7.0,Handlebar_Mount
TEL_000746,T030,2026-08-11 07:25:00,4,13.020793,77.60699,922.2,19.9,-0.66,0.34,9.62,0.1,-2.1,7.3,Handlebar_Mount
TEL_000747,T030,2026-08-11 07:26:00,5,13.021434,77.609365,924.3,23.4,-0.03,1.23,9.39,1.2,0.4,0.9,Handlebar_Mount
TEL_000748,T030,2026-08-11 07:27:00,6,13.023666,77.611013,917.0,26.4,-0.57,1.03,10.78,4.8,-1.7,-8.2,Handlebar_Mount
TEL_000749,T030,2026-08-11 07:28:00,7,13.020817,77.612699,917.0,31.5,-0.64,1.76,9.94,8.1,5.2,8.8,Handlebar_Mount
TEL_000750,T030,2026-08-11 07:29:00,8,13.022841,77.609869,918.9,33.1,0.25,0.59,10.1,-0.5,8.4,26.2,Handlebar_Mount
TEL_000751,T030,2026-08-11 07:30:00,9,13.021631,77.60644,915.8,34.6,0.29,0.49,10.58,0.2,0.5,7.0,Handlebar_Mount
TEL_000752,T030,2026-08-11 07:31:00,10,13.02437,77.603875,921.2,35.7,-0.48,0.41,10.41,3.9,-9.4,-5.3,Handlebar_Mount
TEL_000753,T030,2026-08-11 07:32:00,11,13.024072,77.600736,920.7,30.0,-0.05,-1.99,10.51,-9.5,-3.9,-18.7,Handlebar_Mount
TEL_000754,T030,2026-08-11 07:33:00,12,13.027141,77.600731,924.9,29.2,-0.04,-0.28,10.37,-1.2,1.1,-17.9,Handlebar_Mount
TEL_000755,T030,2026-08-11 07:34:00,13,13.024692,77.599937,922.6,24.5,-0.44,-1.62,9.63,-6.5,-4.7,-14.6,Handlebar_Mount
TEL_000756,T030,2026-08-11 07:35:00,14,13.025331,77.602442,924.1,24.6,0.58,0.03,11.36,-2.6,3.5,3.5,Handlebar_Mount
TEL_000757,T030,2026-08-11 07:36:00,15,13.022917,77.603398,921.3,24.7,-1.03,0.02,10.61,1.7,-10.8,1.9,Handlebar_Mount
TEL_000758,T030,2026-08-11 07:37:00,16,13.020192,77.604361,923.0,27.5,0.57,0.96,10.61,5.4,8.5,-11.9,Handlebar_Mount
TEL_000759,T030,2026-08-11 07:38:00,17,13.020177,77.601513,923.4,27.1,-0.33,-0.14,9.52,0.9,1.8,-4.8,Handlebar_Mount
TEL_000760,T030,2026-08-11 07:39:00,18,13.022785,77.599836,916.6,29.5,-0.51,0.83,10.07,0.5,-2.8,-2.1,Handlebar_Mount
TEL_000761,T030,2026-08-11 07:40:00,19,13.025699,77.600615,917.2,28.7,0.67,-0.25,9.72,-1.1,1.9,-6.0,Handlebar_Mount
TEL_000762,T030,2026-08-11 07:41:00,20,13.022894,77.602727,920.8,33.4,-1.0,1.63,7.97,5.0,-9.4,-5.4,Handlebar_Mount
TEL_000763,T030,2026-08-11 07:42:00,21,13.02033,77.600534,917.3,32.1,1.47,-0.47,9.83,-0.6,10.3,3.4,Handlebar_Mount
TEL_000764,T030,2026-08-11 07:43:00,22,13.018657,77.60394,916.6,36.1,0.91,1.41,9.07,1.8,8.6,-24.5,Handlebar_Mount
TEL_000765,T030,2026-08-11 07:44:00,23,13.016444,77.6068,916.7,34.4,0.96,-0.62,9.75,0.0,5.3,-2.9,Handlebar_Mount
TEL_000766,T030,2026-08-11 07:45:00,24,13.016746,77.603355,919.3,32.9,-1.52,-0.52,10.46,-1.2,-15.6,7.1,Handlebar_Mount
TEL_000767,T030,2026-08-11 07:46:00,25,13.017235,77.607202,923.9,36.9,-0.39,1.4,9.41,6.1,-1.8,1.2,Handlebar_Mount
TEL_000768,T030,2026-08-11 07:47:00,26,13.020283,77.609262,919.8,35.0,0.41,-0.66,8.89,-4.2,4.3,-23.2,Handlebar_Mount
TEL_000769,T030,2026-08-11 07:48:00,27,13.019176,77.612891,915.3,36.1,-0.2,0.39,8.94,2.0,5.7,-3.6,Handlebar_Mount
TEL_000770,T030,2026-08-11 07:49:00,28,13.022871,77.614105,922.1,37.0,-0.36,0.33,10.42,1.8,2.1,-0.3,Handlebar_Mount
TEL_000771,T030,2026-08-11 07:50:00,29,13.024911,77.617828,918.4,40.4,-0.23,1.16,9.64,3.3,5.0,9.7,Handlebar_Mount
TEL_000772,T030,2026-08-11 07:51:00,30,13.028806,77.618663,923.0,37.9,-0.81,-0.86,8.99,-1.8,-8.0,4.0,Handlebar_Mount
TEL_000773,T030,2026-08-11 07:52:00,31,13.029847,77.621916,918.6,32.5,-0.07,-1.87,9.12,-3.7,-3.0,3.0,Handlebar_Mount
TEL_000774,T030,2026-08-11 07:53:00,32,13.026844,77.623872,918.3,34.1,0.21,0.53,9.38,2.5,3.0,-5.8,Handlebar_Mount
TEL_000775,T030,2026-08-11 07:54:00,33,13.026844,77.623872,916.0,0.0,0.02,-2.99,10.77,-11.3,1.8,8.1,Handlebar_Mount
TEL_000776,T031,2026-08-10 16:00:00,0,12.985473,77.650502,919.8,0.0,0.1,0.0,8.48,-1.5,-1.4,-8.7,Handlebar_Mount
TEL_000777,T031,2026-08-10 16:01:00,1,12.985945,77.650474,920.1,4.5,0.02,1.56,9.92,6.6,1.5,0.1,Handlebar_Mount
TEL_000778,T031,2026-08-10 16:02:00,2,12.985523,77.651494,919.7,10.5,0.72,2.08,3.08,8.3,6.5,-3.7,Handlebar_Mount
TEL_000779,T031,2026-08-10 16:03:00,3,12.984824,77.653081,917.8,16.5,1.03,2.08,8.59,3.9,8.9,15.5,Handlebar_Mount
TEL_000780,T031,2026-08-10 16:04:00,4,12.986723,77.65278,924.0,18.3,0.12,0.64,8.87,3.9,1.7,-15.4,Handlebar_Mount
TEL_000781,T031,2026-08-10 16:05:00,5,12.987405,77.655001,916.3,22.1,0.32,1.32,8.88,3.1,0.7,7.5,Handlebar_Mount
TEL_000782,T031,2026-08-10 16:06:00,6,12.990036,77.655385,915.0,25.3,-0.8,1.1,9.59,3.8,-4.4,-17.6,Handlebar_Mount
TEL_000783,T031,2026-08-10 16:07:00,7,12.991242,77.652701,917.2,28.0,-0.46,0.93,9.4,3.2,6.2,3.7,Handlebar_Mount
TEL_000784,T031,2026-08-10 16:08:00,8,12.989472,77.650067,918.5,30.2,-0.91,0.78,5.98,3.7,-0.2,2.9,Handlebar_Mount
TEL_000785,T031,2026-08-10 16:09:00,9,12.990646,77.653229,917.6,32.1,-0.87,0.65,10.82,6.0,-4.4,0.7,Handlebar_Mount
TEL_000786,T031,2026-08-10 16:10:00,10,12.992331,77.656345,915.5,33.7,0.68,0.55,9.64,3.7,7.1,-14.0,Handlebar_Mount
TEL_000787,T031,2026-08-10 16:11:00,11,12.989001,77.654782,922.3,35.0,-0.76,0.46,11.12,5.1,-10.9,9.1,Handlebar_Mount
TEL_000788,T031,2026-08-10 16:12:00,12,12.986907,77.657665,924.2,33.9,1.14,-0.39,7.76,0.5,3.2,-7.1,Handlebar_Mount
TEL_000789,T031,2026-08-10 16:13:00,13,12.983555,77.658514,917.4,32.9,0.2,-0.33,8.37,1.0,1.6,-0.5,Handlebar_Mount
TEL_000790,T031,2026-08-10 16:14:00,14,12.980642,77.65679,918.8,32.2,-0.07,-0.27,14.63,-3.4,-2.9,2.7,Handlebar_Mount
TEL_000791,T031,2026-08-10 16:15:00,15,12.981811,77.659888,918.1,31.5,-0.07,-0.23,11.0,1.0,2.8,-15.7,Handlebar_Mount
TEL_000792,T031,2026-08-10 16:16:00,16,12.983691,77.662827,923.1,33.2,-0.68,0.58,9.6,5.0,-3.5,-16.2,Handlebar_Mount
TEL_000793,T031,2026-08-10 16:17:00,17,12.981874,77.665695,918.9,32.3,0.94,-0.29,11.26,-3.3,10.3,17.7,Handlebar_Mount
TEL_000794,T031,2026-08-10 16:18:00,18,12.984183,77.662981,917.1,33.9,0.01,0.54,6.05,3.0,1.9,15.4,Handlebar_Mount
TEL_000795,T031,2026-08-10 16:19:00,19,12.980761,77.663481,923.9,32.9,0.66,-0.33,7.96,-0.2,3.8,-0.2,Handlebar_Mount
TEL_000796,T031,2026-08-10 16:20:00,20,12.980863,77.666864,924.3,32.2,0.57,-0.27,10.73,-0.3,0.9,0.2,Handlebar_Mount
TEL_000797,T031,2026-08-10 16:21:00,21,12.982299,77.670102,916.4,33.7,0.44,0.55,8.67,0.8,1.6,1.2,Handlebar_Mount
TEL_000798,T031,2026-08-10 16:22:00,22,12.980812,77.673478,919.3,35.1,-0.01,0.46,10.57,2.6,3.4,-2.1,Handlebar_Mount
TEL_000799,T031,2026-08-10 16:23:00,23,12.981892,77.677127,922.1,36.2,-0.46,0.39,11.23,-1.1,-5.8,-4.0,Handlebar_Mount
TEL_000800,T031,2026-08-10 16:24:00,24,12.981892,77.677127,924.7,0.0,0.03,-3.0,11.12,-12.0,0.6,-2.4,Handlebar_Mount
TEL_000801,T032,2026-08-11 17:11:00,0,12.988312,77.650225,916.5,0.0,0.25,0.0,12.35,3.2,3.8,2.5,Handlebar_Mount
TEL_000802,T032,2026-08-11 17:12:00,1,12.988087,77.649557,917.3,6.7,0.43,2.33,11.66,7.6,1.7,0.9,Handlebar_Mount
TEL_000803,T032,2026-08-11 17:13:00,2,12.986816,77.648976,919.0,13.3,-0.11,2.29,9.83,5.4,3.3,10.1,Handlebar_Mount
TEL_000804,T032,2026-08-11 17:14:00,3,12.986544,77.647348,923.2,15.7,0.22,0.82,12.35,2.5,0.6,7.0,Handlebar_Mount
TEL_000805,T032,2026-08-11 17:15:00,4,12.987526,77.647074,923.4,9.7,0.26,-2.09,11.45,-9.7,1.2,6.1,Handlebar_Mount
TEL_000806,T032,2026-08-11 17:16:00,5,12.989053,77.647373,919.0,14.8,-0.4,1.8,9.56,7.6,-6.4,-7.4,Handlebar_Mount
TEL_000807,T032,2026-08-11 17:17:00,6,12.989477,77.648617,917.0,12.5,0.89,-0.82,9.88,-2.2,9.1,3.8,Handlebar_Mount
TEL_000808,T032,2026-08-11 17:18:00,7,12.988162,77.647766,916.6,14.9,1.66,0.86,10.2,2.8,8.3,-30.1,Handlebar_Mount
TEL_000809,T032,2026-08-11 17:19:00,8,12.986857,77.649318,920.3,19.3,0.71,1.5,11.93,8.3,5.9,10.6,Handlebar_Mount
TEL_000810,T032,2026-08-11 17:20:00,9,12.989172,77.650292,924.4,23.9,0.69,1.6,13.68,3.7,7.4,8.7,Handlebar_Mount
TEL_000811,T032,2026-08-11 17:21:00,10,12.991114,77.648123,921.6,27.7,-0.62,1.34,14.43,7.5,-8.4,-0.6,Handlebar_Mount
TEL_000812,T032,2026-08-11 17:22:00,11,12.989229,77.650356,919.5,27.8,-0.78,0.02,11.42,1.7,-6.3,10.2,Handlebar_Mount
TEL_000813,T032,2026-08-11 17:23:00,12,12.989852,77.65321,923.2,27.8,-0.37,0.01,8.43,-1.6,-3.4,-14.7,Handlebar_Mount
TEL_000814,T032,2026-08-11 17:24:00,13,12.988383,77.650685,924.6,27.8,-0.74,0.01,11.81,-0.0,-3.4,13.6,Handlebar_Mount
TEL_000815,T032,2026-08-11 17:25:00,14,12.990159,77.653303,921.0,30.1,1.22,0.79,10.52,4.2,5.2,8.2,Handlebar_Mount
TEL_000816,T032,2026-08-11 17:26:00,15,12.987277,77.65453,915.8,29.8,0.07,-0.12,13.09,-2.9,-0.9,-9.9,Handlebar_Mount
TEL_000817,T032,2026-08-11 17:27:00,16,12.98813,77.651549,922.2,29.5,0.68,-0.1,11.06,2.5,7.6,13.2,Handlebar_Mount
TEL_000818,T032,2026-08-11 17:28:00,17,12.987568,77.648532,915.0,29.2,2.02,-0.08,11.74,-3.1,16.5,0.6,Handlebar_Mount
TEL_000819,T032,2026-08-11 17:29:00,18,12.987359,77.651573,915.5,29.0,-0.52,-0.07,9.46,-2.8,-0.4,-18.4,Handlebar_Mount
TEL_000820,T032,2026-08-11 17:30:00,19,12.988414,77.648724,915.4,28.9,0.83,-0.06,9.63,-3.0,8.9,4.1,Handlebar_Mount
TEL_000821,T032,2026-08-11 17:31:00,20,12.986637,77.64689,917.8,24.3,1.29,-1.6,10.17,-8.2,11.5,-0.5,Handlebar_Mount
TEL_000822,T032,2026-08-11 17:32:00,21,12.986417,77.649498,917.0,24.9,-0.33,0.21,13.19,-1.5,-4.6,-1.3,Handlebar_Mount
TEL_000823,T032,2026-08-11 17:33:00,22,12.988103,77.64715,924.3,27.5,0.02,0.91,7.22,2.1,2.2,11.9,Handlebar_Mount
TEL_000824,T032,2026-08-11 17:34:00,23,12.985512,77.648455,922.9,27.6,0.35,0.03,9.48,1.1,-2.7,3.4,Handlebar_Mount
TEL_000825,T032,2026-08-11 17:35:00,24,12.983102,77.65007,924.7,27.6,0.54,0.02,9.33,-0.2,3.9,8.5,Handlebar_Mount
TEL_000826,T032,2026-08-11 17:36:00,25,12.98102,77.651339,916.0,23.2,0.29,-1.54,11.11,-7.3,6.7,4.6,Handlebar_Mount
TEL_000827,T032,2026-08-11 17:37:00,26,12.981541,77.653807,920.7,24.0,-0.11,0.27,11.27,2.3,-1.3,16.5,Handlebar_Mount
TEL_000828,T032,2026-08-11 17:38:00,27,12.979869,77.651527,922.4,26.9,0.48,1.0,8.53,2.0,-0.2,10.4,Handlebar_Mount
TEL_000829,T032,2026-08-11 17:39:00,28,12.979869,77.651527,922.7,0.0,0.01,-1.75,3.72,-6.6,-5.1,-1.0,Handlebar_Mount
TEL_000830,T033,2026-08-12 19:41:00,0,12.979758,77.640045,918.0,0.0,0.04,0.0,3.36,2.8,7.9,-0.3,Pocket
TEL_000831,T033,2026-08-12 19:42:00,1,12.9793,77.639929,918.0,4.5,-0.14,1.56,9.4,6.1,-1.0,1.1,Pocket
TEL_000832,T033,2026-08-12 19:43:00,2,12.978862,77.640942,919.7,10.5,0.15,2.08,8.62,6.7,-0.8,7.4,Pocket
TEL_000833,T033,2026-08-12 19:44:00,3,12.978714,77.642332,916.5,13.3,-0.23,0.97,8.87,0.7,6.5,4.4,Pocket
TEL_000834,T033,2026-08-12 19:45:00,4,12.978255,77.640507,924.9,17.9,-0.23,1.6,12.28,6.1,-1.5,4.8,Pocket
TEL_000835,T033,2026-08-12 19:46:00,5,12.979169,77.638684,917.2,19.4,-1.55,0.52,9.71,0.2,-10.3,-5.7,Pocket
TEL_000836,T033,2026-08-12 19:47:00,6,12.977606,77.63684,919.3,23.0,0.01,1.26,9.11,6.3,0.7,-5.7,Pocket
TEL_000837,T033,2026-08-12 19:48:00,7,12.976495,77.638537,921.8,19.3,-0.25,-1.28,8.2,-5.2,1.4,9.2,Pocket
TEL_000838,T033,2026-08-12 19:49:00,8,12.974188,77.639224,916.8,22.9,0.02,1.26,10.24,5.2,4.5,-12.2,Pocket
TEL_000839,T033,2026-08-12 19:50:00,9,12.971687,77.639252,917.8,23.8,-0.85,0.28,7.91,1.0,-1.8,-6.3,Pocket
TEL_000840,T033,2026-08-12 19:51:00,10,12.970801,77.636589,918.8,26.7,0.57,1.01,10.21,0.8,1.1,-7.2,Pocket
TEL_000841,T033,2026-08-12 19:52:00,11,12.969529,77.639114,920.8,26.9,1.41,0.07,7.56,0.9,6.4,-0.7,Pocket
TEL_000842,T033,2026-08-12 19:53:00,12,12.972602,77.639317,924.9,29.3,-0.79,0.84,10.08,0.5,-6.2,-4.8,Pocket
TEL_000843,T033,2026-08-12 19:54:00,13,12.970029,77.637664,924.0,29.1,-1.47,-0.07,11.02,1.3,-8.1,-11.9,Pocket
TEL_000844,T033,2026-08-12 19:55:00,14,12.968491,77.635045,922.8,28.9,-1.56,-0.06,11.0,-2.7,-12.5,-16.9,Pocket
TEL_000845,T033,2026-08-12 19:56:00,15,12.965498,77.633756,915.8,31.0,-0.02,0.73,13.68,5.0,6.4,5.0,Pocket
TEL_000846,T033,2026-08-12 19:57:00,16,12.963631,77.631747,923.0,26.1,0.29,-1.72,6.21,-6.8,5.8,5.7,Pocket
TEL_000847,T033,2026-08-12 19:58:00,17,12.96132,77.63367,920.7,28.6,-0.34,0.89,8.47,2.3,-0.7,-6.9,Pocket
TEL_000848,T033,2026-08-12 19:59:00,18,12.962215,77.636529,915.2,28.5,0.14,-0.03,12.09,-1.4,3.4,10.5,Pocket
TEL_000849,T033,2026-08-12 20:00:00,19,12.959146,77.635259,919.9,31.6,0.24,1.08,13.91,5.5,1.6,5.7,Pocket
TEL_000850,T033,2026-08-12 20:01:00,20,12.956455,77.632875,924.0,34.2,-0.39,0.91,8.73,6.5,-1.8,-0.2,Pocket
TEL_000851,T033,2026-08-12 20:02:00,21,12.955162,77.636116,923.2,33.2,0.22,-0.35,10.25,-1.4,1.1,-5.2,Pocket
TEL_000852,T033,2026-08-12 20:03:00,22,12.951372,77.636942,922.6,36.9,0.46,1.26,7.7,-0.2,7.8,22.1,Pocket
TEL_000853,T033,2026-08-12 20:04:00,23,12.951372,77.636942,918.8,0.0,-0.18,-1.95,12.5,-3.6,6.6,-1.3,Pocket
TEL_000854,T034,2026-08-13 20:41:00,0,12.963837,77.645708,916.1,0.0,-0.04,0.0,10.65,1.0,0.1,1.4,Handlebar_Mount
TEL_000855,T034,2026-08-13 20:42:00,1,12.963782,77.646178,917.7,4.5,0.05,1.56,10.24,7.0,-2.0,0.1,Handlebar_Mount
TEL_000856,T034,2026-08-13 20:43:00,2,12.962686,77.64631,919.7,10.5,-0.64,2.08,7.27,7.9,-8.9,4.1,Handlebar_Mount
TEL_000857,T034,2026-08-13 20:44:00,3,12.964001,77.645835,922.1,13.3,-0.89,0.97,3.8,0.9,-7.1,15.3,Handlebar_Mount
TEL_000858,T034,2026-08-13 20:45:00,4,12.964475,77.644266,916.0,15.6,0.15,0.82,10.98,4.4,0.2,5.7,Handlebar_Mount
TEL_000859,T034,2026-08-13 20:46:00,5,12.966303,77.645281,923.3,19.9,-0.36,1.46,8.88,5.0,-6.8,-16.0,Handlebar_Mount
TEL_000860,T034,2026-08-13 20:47:00,6,12.968515,77.645554,922.7,21.2,0.19,0.45,11.49,3.1,4.0,15.2,Handlebar_Mount
TEL_000861,T034,2026-08-13 20:48:00,7,12.966847,77.647516,915.0,24.5,-0.09,1.16,9.82,1.8,2.5,4.9,Handlebar_Mount
TEL_000862,T034,2026-08-13 20:49:00,8,12.967926,77.649923,917.2,25.1,0.64,0.19,7.24,1.3,4.7,-3.1,Handlebar_Mount
TEL_000863,T034,2026-08-13 20:50:00,9,12.967586,77.647021,917.5,27.8,-0.69,0.94,9.9,4.8,-12.2,7.2,Handlebar_Mount
TEL_000864,T034,2026-08-13 20:51:00,10,12.97069,77.646462,924.6,30.0,0.69,0.79,9.5,2.4,10.2,-1.1,Handlebar_Mount
TEL_000865,T034,2026-08-13 20:52:00,11,12.969254,77.64342,920.3,32.0,-0.11,0.66,8.31,-0.7,-0.3,6.1,Handlebar_Mount
TEL_000866,T034,2026-08-13 20:53:00,12,12.966288,77.645337,917.2,33.6,0.24,0.56,10.64,4.3,6.4,-26.7,Handlebar_Mount
TEL_000867,T034,2026-08-13 20:54:00,13,12.969834,77.646277,922.1,34.9,0.71,0.47,10.12,-0.5,9.2,-2.4,Handlebar_Mount
TEL_000868,T034,2026-08-13 20:55:00,14,12.968855,77.642622,921.2,36.0,-0.9,0.39,10.52,0.3,-2.3,7.7,Handlebar_Mount
